"","Province.State","Country.Region","Lat","Long","date","cases","type"
"1","","Japan",35.6762,139.6503,2020-01-22,2,"confirmed"
"2","","South Korea",37.5665,126.978,2020-01-22,1,"confirmed"
"3","","Thailand",13.7563,100.5018,2020-01-22,2,"confirmed"
"4","Anhui","Mainland China",31.82571,117.2264,2020-01-22,1,"confirmed"
"5","Beijing","Mainland China",40.18238,116.4142,2020-01-22,14,"confirmed"
"6","Chongqing","Mainland China",30.05718,107.874,2020-01-22,6,"confirmed"
"7","Fujian","Mainland China",26.07783,117.9895,2020-01-22,1,"confirmed"
"8","Guangdong","Mainland China",23.33841,113.422,2020-01-22,26,"confirmed"
"9","Guangxi","Mainland China",23.82908,108.7881,2020-01-22,2,"confirmed"
"10","Guizhou","Mainland China",26.81536,106.8748,2020-01-22,1,"confirmed"
"11","Hainan","Mainland China",19.19673,109.7455,2020-01-22,4,"confirmed"
"12","Hebei","Mainland China",38.0428,114.5149,2020-01-22,1,"confirmed"
"13","Henan","Mainland China",33.88202,113.614,2020-01-22,5,"confirmed"
"14","Hubei","Mainland China",30.97564,112.2707,2020-01-22,444,"confirmed"
"15","Hunan","Mainland China",27.61041,111.7088,2020-01-22,4,"confirmed"
"16","Jiangsu","Mainland China",32.97027,119.464,2020-01-22,1,"confirmed"
"17","Jiangxi","Mainland China",27.61401,115.7221,2020-01-22,2,"confirmed"
"18","Liaoning","Mainland China",41.29284,122.6086,2020-01-22,2,"confirmed"
"19","Macau","Macau",22.1987,113.5439,2020-01-22,1,"confirmed"
"20","Ningxia","Mainland China",37.26923,106.1655,2020-01-22,1,"confirmed"
"21","Seattle, WA","US",47.7511,-120.74,2020-01-22,1,"confirmed"
"22","Shandong","Mainland China",36.34377,118.1529,2020-01-22,2,"confirmed"
"23","Shanghai","Mainland China",31.20327,121.4554,2020-01-22,9,"confirmed"
"24","Shanxi","Mainland China",37.57769,112.2922,2020-01-22,1,"confirmed"
"25","Sichuan","Mainland China",30.61714,102.7103,2020-01-22,5,"confirmed"
"26","Taiwan","Taiwan",23.6978,120.9605,2020-01-22,1,"confirmed"
"27","Tianjin","Mainland China",39.29362,117.333,2020-01-22,4,"confirmed"
"28","Yunnan","Mainland China",24.97411,101.4868,2020-01-22,1,"confirmed"
"29","Zhejiang","Mainland China",29.18251,120.0985,2020-01-22,10,"confirmed"
"30","Hubei","Mainland China",30.97564,112.2707,2020-01-22,17,"death"
"31","Hubei","Mainland China",30.97564,112.2707,2020-01-22,28,"recovered"
"32","","Japan",35.6762,139.6503,2020-01-23,-1,"confirmed"
"33","","Singapore",1.3521,103.8198,2020-01-23,1,"confirmed"
"34","","Thailand",13.7563,100.5018,2020-01-23,1,"confirmed"
"35","","Vietnam",21.0278,105.8342,2020-01-23,2,"confirmed"
"36","Anhui","Mainland China",31.82571,117.2264,2020-01-23,8,"confirmed"
"37","Beijing","Mainland China",40.18238,116.4142,2020-01-23,8,"confirmed"
"38","Chongqing","Mainland China",30.05718,107.874,2020-01-23,3,"confirmed"
"39","Fujian","Mainland China",26.07783,117.9895,2020-01-23,4,"confirmed"
"40","Gansu","Mainland China",36.0611,103.8343,2020-01-23,2,"confirmed"
"41","Guangdong","Mainland China",23.33841,113.422,2020-01-23,6,"confirmed"
"42","Guangxi","Mainland China",23.82908,108.7881,2020-01-23,3,"confirmed"
"43","Guizhou","Mainland China",26.81536,106.8748,2020-01-23,2,"confirmed"
"44","Hainan","Mainland China",19.19673,109.7455,2020-01-23,1,"confirmed"
"45","Heilongjiang","Mainland China",47.862,127.7622,2020-01-23,2,"confirmed"
"46","Hong Kong","Hong Kong",22.3193,114.1694,2020-01-23,2,"confirmed"
"47","Hunan","Mainland China",27.61041,111.7088,2020-01-23,5,"confirmed"
"48","Jiangsu","Mainland China",32.97027,119.464,2020-01-23,4,"confirmed"
"49","Jiangxi","Mainland China",27.61401,115.7221,2020-01-23,5,"confirmed"
"50","Jilin","Mainland China",43.66657,126.1917,2020-01-23,1,"confirmed"
"51","Liaoning","Mainland China",41.29284,122.6086,2020-01-23,1,"confirmed"
"52","Macau","Macau",22.1987,113.5439,2020-01-23,1,"confirmed"
"53","Shaanxi","Mainland China",35.19165,108.8701,2020-01-23,3,"confirmed"
"54","Shandong","Mainland China",36.34377,118.1529,2020-01-23,4,"confirmed"
"55","Shanghai","Mainland China",31.20327,121.4554,2020-01-23,7,"confirmed"
"56","Sichuan","Mainland China",30.61714,102.7103,2020-01-23,3,"confirmed"
"57","Xinjiang","Mainland China",41.11981,85.17822,2020-01-23,2,"confirmed"
"58","Yunnan","Mainland China",24.97411,101.4868,2020-01-23,1,"confirmed"
"59","Zhejiang","Mainland China",29.18251,120.0985,2020-01-23,17,"confirmed"
"60","Hebei","Mainland China",38.0428,114.5149,2020-01-23,1,"death"
"61","Guangdong","Mainland China",23.33841,113.422,2020-01-23,2,"recovered"
"62","","France",46.2276,2.2137,2020-01-24,2,"confirmed"
"63","","Japan",35.6762,139.6503,2020-01-24,1,"confirmed"
"64","","Singapore",1.3521,103.8198,2020-01-24,2,"confirmed"
"65","","South Korea",37.5665,126.978,2020-01-24,1,"confirmed"
"66","","Thailand",13.7563,100.5018,2020-01-24,2,"confirmed"
"67","Anhui","Mainland China",31.82571,117.2264,2020-01-24,6,"confirmed"
"68","Beijing","Mainland China",40.18238,116.4142,2020-01-24,14,"confirmed"
"69","Chicago, IL","US",40.6331,-89.3985,2020-01-24,1,"confirmed"
"70","Chongqing","Mainland China",30.05718,107.874,2020-01-24,18,"confirmed"
"71","Fujian","Mainland China",26.07783,117.9895,2020-01-24,5,"confirmed"
"72","Guangdong","Mainland China",23.33841,113.422,2020-01-24,21,"confirmed"
"73","Guangxi","Mainland China",23.82908,108.7881,2020-01-24,18,"confirmed"
"74","Hainan","Mainland China",19.19673,109.7455,2020-01-24,3,"confirmed"
"75","Hebei","Mainland China",38.0428,114.5149,2020-01-24,1,"confirmed"
"76","Heilongjiang","Mainland China",47.862,127.7622,2020-01-24,2,"confirmed"
"77","Henan","Mainland China",33.88202,113.614,2020-01-24,4,"confirmed"
"78","Hubei","Mainland China",30.97564,112.2707,2020-01-24,105,"confirmed"
"79","Hunan","Mainland China",27.61041,111.7088,2020-01-24,15,"confirmed"
"80","Inner Mongolia","Mainland China",44.09448,113.9456,2020-01-24,1,"confirmed"
"81","Jiangsu","Mainland China",32.97027,119.464,2020-01-24,4,"confirmed"
"82","Jiangxi","Mainland China",27.61401,115.7221,2020-01-24,11,"confirmed"
"83","Jilin","Mainland China",43.66657,126.1917,2020-01-24,2,"confirmed"
"84","Liaoning","Mainland China",41.29284,122.6086,2020-01-24,1,"confirmed"
"85","Ningxia","Mainland China",37.26923,106.1655,2020-01-24,1,"confirmed"
"86","Shaanxi","Mainland China",35.19165,108.8701,2020-01-24,2,"confirmed"
"87","Shandong","Mainland China",36.34377,118.1529,2020-01-24,9,"confirmed"
"88","Shanghai","Mainland China",31.20327,121.4554,2020-01-24,4,"confirmed"
"89","Sichuan","Mainland China",30.61714,102.7103,2020-01-24,7,"confirmed"
"90","Taiwan","Taiwan",23.6978,120.9605,2020-01-24,2,"confirmed"
"91","Tianjin","Mainland China",39.29362,117.333,2020-01-24,4,"confirmed"
"92","Yunnan","Mainland China",24.97411,101.4868,2020-01-24,3,"confirmed"
"93","Zhejiang","Mainland China",29.18251,120.0985,2020-01-24,16,"confirmed"
"94","Heilongjiang","Mainland China",47.862,127.7622,2020-01-24,1,"death"
"95","Hubei","Mainland China",30.97564,112.2707,2020-01-24,7,"death"
"96","Beijing","Mainland China",40.18238,116.4142,2020-01-24,1,"recovered"
"97","Hubei","Mainland China",30.97564,112.2707,2020-01-24,3,"recovered"
"98","Shanghai","Mainland China",31.20327,121.4554,2020-01-24,1,"recovered"
"99","Zhejiang","Mainland China",29.18251,120.0985,2020-01-24,1,"recovered"
"100","","France",46.2276,2.2137,2020-01-25,1,"confirmed"
"101","","Malaysia",4.2105,101.9758,2020-01-25,3,"confirmed"
"102","","Nepal",28.3949,84.124,2020-01-25,1,"confirmed"
"103","","Thailand",13.7563,100.5018,2020-01-25,2,"confirmed"
"104","Anhui","Mainland China",31.82571,117.2264,2020-01-25,24,"confirmed"
"105","Beijing","Mainland China",40.18238,116.4142,2020-01-25,5,"confirmed"
"106","Chongqing","Mainland China",30.05718,107.874,2020-01-25,30,"confirmed"
"107","Fujian","Mainland China",26.07783,117.9895,2020-01-25,8,"confirmed"
"108","Gansu","Mainland China",36.0611,103.8343,2020-01-25,2,"confirmed"
"109","Guangdong","Mainland China",23.33841,113.422,2020-01-25,25,"confirmed"
"110","Guizhou","Mainland China",26.81536,106.8748,2020-01-25,1,"confirmed"
"111","Hainan","Mainland China",19.19673,109.7455,2020-01-25,11,"confirmed"
"112","Hebei","Mainland China",38.0428,114.5149,2020-01-25,6,"confirmed"
"113","Heilongjiang","Mainland China",47.862,127.7622,2020-01-25,5,"confirmed"
"114","Henan","Mainland China",33.88202,113.614,2020-01-25,23,"confirmed"
"115","Hong Kong","Hong Kong",22.3193,114.1694,2020-01-25,3,"confirmed"
"116","Hubei","Mainland China",30.97564,112.2707,2020-01-25,212,"confirmed"
"117","Hunan","Mainland China",27.61041,111.7088,2020-01-25,19,"confirmed"
"118","Inner Mongolia","Mainland China",44.09448,113.9456,2020-01-25,6,"confirmed"
"119","Jiangsu","Mainland China",32.97027,119.464,2020-01-25,9,"confirmed"
"120","Jilin","Mainland China",43.66657,126.1917,2020-01-25,1,"confirmed"
"121","Liaoning","Mainland China",41.29284,122.6086,2020-01-25,13,"confirmed"
"122","Ningxia","Mainland China",37.26923,106.1655,2020-01-25,1,"confirmed"
"123","Qinghai","Mainland China",35.65945,96.02564,2020-01-25,1,"confirmed"
"124","Shaanxi","Mainland China",35.19165,108.8701,2020-01-25,10,"confirmed"
"125","Shandong","Mainland China",36.34377,118.1529,2020-01-25,12,"confirmed"
"126","Shanghai","Mainland China",31.20327,121.4554,2020-01-25,13,"confirmed"
"127","Shanxi","Mainland China",37.57769,112.2922,2020-01-25,5,"confirmed"
"128","Sichuan","Mainland China",30.61714,102.7103,2020-01-25,13,"confirmed"
"129","Tianjin","Mainland China",39.29362,117.333,2020-01-25,2,"confirmed"
"130","Xinjiang","Mainland China",41.11981,85.17822,2020-01-25,1,"confirmed"
"131","Yunnan","Mainland China",24.97411,101.4868,2020-01-25,6,"confirmed"
"132","Zhejiang","Mainland China",29.18251,120.0985,2020-01-25,19,"confirmed"
"133","Hubei","Mainland China",30.97564,112.2707,2020-01-25,16,"death"
"134","Beijing","Mainland China",40.18238,116.4142,2020-01-25,1,"recovered"
"135","Hubei","Mainland China",30.97564,112.2707,2020-01-25,1,"recovered"
"136","Jiangsu","Mainland China",32.97027,119.464,2020-01-25,1,"recovered"
"137","","Japan",35.6762,139.6503,2020-01-26,2,"confirmed"
"138","","Malaysia",4.2105,101.9758,2020-01-26,1,"confirmed"
"139","","Singapore",1.3521,103.8198,2020-01-26,1,"confirmed"
"140","","South Korea",37.5665,126.978,2020-01-26,1,"confirmed"
"141","","Thailand",13.7563,100.5018,2020-01-26,1,"confirmed"
"142","Anhui","Mainland China",31.82571,117.2264,2020-01-26,21,"confirmed"
"143","Beijing","Mainland China",40.18238,116.4142,2020-01-26,27,"confirmed"
"144","Chongqing","Mainland China",30.05718,107.874,2020-01-26,18,"confirmed"
"145","Fujian","Mainland China",26.07783,117.9895,2020-01-26,17,"confirmed"
"146","Gansu","Mainland China",36.0611,103.8343,2020-01-26,3,"confirmed"
