"","Province.State","Country.Region","Lat","Long","date","cases","type"
"851","Ningxia","Mainland China",37.26923,106.1655,2020-02-07,4,"recovered"
"852","Shaanxi","Mainland China",35.19165,108.8701,2020-02-07,8,"recovered"
"853","Shandong","Mainland China",36.34377,118.1529,2020-02-07,10,"recovered"
"854","Shanghai","Mainland China",31.20327,121.4554,2020-02-07,5,"recovered"
"855","Shanxi","Mainland China",37.57769,112.2922,2020-02-07,3,"recovered"
"856","Sichuan","Mainland China",30.61714,102.7103,2020-02-07,11,"recovered"
"857","Yunnan","Mainland China",24.97411,101.4868,2020-02-07,5,"recovered"
"858","Zhejiang","Mainland China",29.18251,120.0985,2020-02-07,29,"recovered"
"859","","France",46.2276,2.2137,2020-02-08,5,"confirmed"
"860","","Malaysia",4.2105,101.9758,2020-02-08,4,"confirmed"
"861","","Singapore",1.3521,103.8198,2020-02-08,3,"confirmed"
"862","","Thailand",13.7563,100.5018,2020-02-08,7,"confirmed"
"863","","United Arab Emirates",23.4241,53.8478,2020-02-08,2,"confirmed"
"864","","Vietnam",21.0278,105.8342,2020-02-08,3,"confirmed"
"865","Anhui","Mainland China",31.82571,117.2264,2020-02-08,68,"confirmed"
"866","Beijing","Mainland China",40.18238,116.4142,2020-02-08,18,"confirmed"
"867","Chongqing","Mainland China",30.05718,107.874,2020-02-08,2,"confirmed"
"868","Fujian","Mainland China",26.07783,117.9895,2020-02-08,15,"confirmed"
"869","Gansu","Mainland China",36.0611,103.8343,2020-02-08,12,"confirmed"
"870","Guangdong","Mainland China",23.33841,113.422,2020-02-08,61,"confirmed"
"871","Guangxi","Mainland China",23.82908,108.7881,2020-02-08,11,"confirmed"
"872","Guizhou","Mainland China",26.81536,106.8748,2020-02-08,8,"confirmed"
"873","Hainan","Mainland China",19.19673,109.7455,2020-02-08,7,"confirmed"
"874","Hebei","Mainland China",38.0428,114.5149,2020-02-08,23,"confirmed"
"875","Heilongjiang","Mainland China",47.862,127.7622,2020-02-08,18,"confirmed"
"876","Henan","Mainland China",33.88202,113.614,2020-02-08,67,"confirmed"
"877","Hong Kong","Hong Kong",22.3193,114.1694,2020-02-08,1,"confirmed"
"878","Hubei","Mainland China",30.97564,112.2707,2020-02-08,2147,"confirmed"
"879","Hunan","Mainland China",27.61041,111.7088,2020-02-08,31,"confirmed"
"880","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-08,2,"confirmed"
"881","Jiangsu","Mainland China",32.97027,119.464,2020-02-08,31,"confirmed"
"882","Jiangxi","Mainland China",27.61401,115.7221,2020-02-08,37,"confirmed"
"883","Jilin","Mainland China",43.66657,126.1917,2020-02-08,4,"confirmed"
"884","Liaoning","Mainland China",41.29284,122.6086,2020-02-08,6,"confirmed"
"885","Ningxia","Mainland China",37.26923,106.1655,2020-02-08,2,"confirmed"
"886","Shaanxi","Mainland China",35.19165,108.8701,2020-02-08,11,"confirmed"
"887","Shandong","Mainland China",36.34377,118.1529,2020-02-08,30,"confirmed"
"888","Shanghai","Mainland China",31.20327,121.4554,2020-02-08,9,"confirmed"
"889","Shanxi","Mainland China",37.57769,112.2922,2020-02-08,11,"confirmed"
"890","Sichuan","Mainland China",30.61714,102.7103,2020-02-08,20,"confirmed"
"891","Taiwan","Taiwan",23.6978,120.9605,2020-02-08,1,"confirmed"
"892","Tianjin","Mainland China",39.29362,117.333,2020-02-08,7,"confirmed"
"893","Xinjiang","Mainland China",41.11981,85.17822,2020-02-08,3,"confirmed"
"894","Zhejiang","Mainland China",29.18251,120.0985,2020-02-08,42,"confirmed"
"895","Beijing","Mainland China",40.18238,116.4142,2020-02-08,1,"death"
"896","Gansu","Mainland China",36.0611,103.8343,2020-02-08,1,"death"
"897","Heilongjiang","Mainland China",47.862,127.7622,2020-02-08,2,"death"
"898","Henan","Mainland China",33.88202,113.614,2020-02-08,1,"death"
"899","Hubei","Mainland China",30.97564,112.2707,2020-02-08,81,"death"
"900","Hunan","Mainland China",27.61041,111.7088,2020-02-08,1,"death"
"901","","Singapore",1.3521,103.8198,2020-02-08,2,"recovered"
"902","","Sri Lanka",7.8731,80.7718,2020-02-08,1,"recovered"
"903","","Thailand",13.7563,100.5018,2020-02-08,5,"recovered"
"904","Anhui","Mainland China",31.82571,117.2264,2020-02-08,12,"recovered"
"905","Beijing","Mainland China",40.18238,116.4142,2020-02-08,1,"recovered"
"906","Chongqing","Mainland China",30.05718,107.874,2020-02-08,8,"recovered"
"907","Fujian","Mainland China",26.07783,117.9895,2020-02-08,4,"recovered"
"908","Gansu","Mainland China",36.0611,103.8343,2020-02-08,3,"recovered"
"909","Guangdong","Mainland China",23.33841,113.422,2020-02-08,24,"recovered"
"910","Guizhou","Mainland China",26.81536,106.8748,2020-02-08,1,"recovered"
"911","Hainan","Mainland China",19.19673,109.7455,2020-02-08,4,"recovered"
"912","Hebei","Mainland China",38.0428,114.5149,2020-02-08,8,"recovered"
"913","Heilongjiang","Mainland China",47.862,127.7622,2020-02-08,1,"recovered"
"914","Henan","Mainland China",33.88202,113.614,2020-02-08,30,"recovered"
"915","Hubei","Mainland China",30.97564,112.2707,2020-02-08,324,"recovered"
"916","Hunan","Mainland China",27.61041,111.7088,2020-02-08,44,"recovered"
"917","Jiangsu","Mainland China",32.97027,119.464,2020-02-08,8,"recovered"
"918","Jiangxi","Mainland China",27.61401,115.7221,2020-02-08,10,"recovered"
"919","Liaoning","Mainland China",41.29284,122.6086,2020-02-08,1,"recovered"
"920","Ningxia","Mainland China",37.26923,106.1655,2020-02-08,10,"recovered"
"921","Shaanxi","Mainland China",35.19165,108.8701,2020-02-08,3,"recovered"
"922","Shandong","Mainland China",36.34377,118.1529,2020-02-08,7,"recovered"
"923","Shanghai","Mainland China",31.20327,121.4554,2020-02-08,11,"recovered"
"924","Shanxi","Mainland China",37.57769,112.2922,2020-02-08,6,"recovered"
"925","Sichuan","Mainland China",30.61714,102.7103,2020-02-08,18,"recovered"
"926","Tianjin","Mainland China",39.29362,117.333,2020-02-08,2,"recovered"
"927","Yunnan","Mainland China",24.97411,101.4868,2020-02-08,5,"recovered"
"928","Zhejiang","Mainland China",29.18251,120.0985,2020-02-08,52,"recovered"
"929","","Germany",51.1657,10.4515,2020-02-09,1,"confirmed"
"930","","Japan",35.6762,139.6503,2020-02-09,1,"confirmed"
"931","","Singapore",1.3521,103.8198,2020-02-09,7,"confirmed"
"932","","South Korea",37.5665,126.978,2020-02-09,1,"confirmed"
"933","","Spain",40.4637,-3.7492,2020-02-09,1,"confirmed"
"934","Anhui","Mainland China",31.82571,117.2264,2020-02-09,46,"confirmed"
"935","Beijing","Mainland China",40.18238,116.4142,2020-02-09,11,"confirmed"
"936","Chongqing","Mainland China",30.05718,107.874,2020-02-09,40,"confirmed"
"937","Diamond Princess cruise ship","Others",35.4437,129.638,2020-02-09,3,"confirmed"
"938","Fujian","Mainland China",26.07783,117.9895,2020-02-09,11,"confirmed"
"939","Gansu","Mainland China",36.0611,103.8343,2020-02-09,4,"confirmed"
"940","Guangdong","Mainland China",23.33841,113.422,2020-02-09,36,"confirmed"
"941","Guangxi","Mainland China",23.82908,108.7881,2020-02-09,12,"confirmed"
"942","Guizhou","Mainland China",26.81536,106.8748,2020-02-09,10,"confirmed"
"943","Hainan","Mainland China",19.19673,109.7455,2020-02-09,7,"confirmed"
"944","Hebei","Mainland China",38.0428,114.5149,2020-02-09,11,"confirmed"
"945","Heilongjiang","Mainland China",47.862,127.7622,2020-02-09,12,"confirmed"
"946","Henan","Mainland China",33.88202,113.614,2020-02-09,52,"confirmed"
"947","Hong Kong","Hong Kong",22.3193,114.1694,2020-02-09,3,"confirmed"
"948","Hubei","Mainland China",30.97564,112.2707,2020-02-09,2531,"confirmed"
"949","Hunan","Mainland China",27.61041,111.7088,2020-02-09,35,"confirmed"
"950","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-09,2,"confirmed"
"951","Jiangsu","Mainland China",32.97027,119.464,2020-02-09,29,"confirmed"
"952","Jiangxi","Mainland China",27.61401,115.7221,2020-02-09,42,"confirmed"
"953","Jilin","Mainland China",43.66657,126.1917,2020-02-09,9,"confirmed"
"954","Liaoning","Mainland China",41.29284,122.6086,2020-02-09,2,"confirmed"
"955","Shaanxi","Mainland China",35.19165,108.8701,2020-02-09,13,"confirmed"
"956","Shandong","Mainland China",36.34377,118.1529,2020-02-09,28,"confirmed"
"957","Shanghai","Mainland China",31.20327,121.4554,2020-02-09,7,"confirmed"
"958","Shanxi","Mainland China",37.57769,112.2922,2020-02-09,4,"confirmed"
"959","Sichuan","Mainland China",30.61714,102.7103,2020-02-09,22,"confirmed"
"960","Taiwan","Taiwan",23.6978,120.9605,2020-02-09,1,"confirmed"
"961","Tianjin","Mainland China",39.29362,117.333,2020-02-09,3,"confirmed"
"962","Xinjiang","Mainland China",41.11981,85.17822,2020-02-09,3,"confirmed"
"963","Yunnan","Mainland China",24.97411,101.4868,2020-02-09,3,"confirmed"
"964","Zhejiang","Mainland China",29.18251,120.0985,2020-02-09,27,"confirmed"
"965","Anhui","Mainland China",31.82571,117.2264,2020-02-09,1,"death"
"966","Gansu","Mainland China",36.0611,103.8343,2020-02-09,1,"death"
"967","Guangxi","Mainland China",23.82908,108.7881,2020-02-09,1,"death"
"968","Hainan","Mainland China",19.19673,109.7455,2020-02-09,1,"death"
"969","Hebei","Mainland China",38.0428,114.5149,2020-02-09,1,"death"
"970","Heilongjiang","Mainland China",47.862,127.7622,2020-02-09,1,"death"
"971","Henan","Mainland China",33.88202,113.614,2020-02-09,2,"death"
"972","Hubei","Mainland China",30.97564,112.2707,2020-02-09,91,"death"
"973","Shandong","Mainland China",36.34377,118.1529,2020-02-09,1,"death"
"974","","South Korea",37.5665,126.978,2020-02-09,2,"recovered"
"975","Anhui","Mainland China",31.82571,117.2264,2020-02-09,13,"recovered"
"976","Beijing","Mainland China",40.18238,116.4142,2020-02-09,3,"recovered"
"977","Chicago, IL","US",40.6331,-89.3985,2020-02-09,2,"recovered"
"978","Chongqing","Mainland China",30.05718,107.874,2020-02-09,12,"recovered"
"979","Fujian","Mainland China",26.07783,117.9895,2020-02-09,11,"recovered"
"980","Gansu","Mainland China",36.0611,103.8343,2020-02-09,4,"recovered"
"981","Guangdong","Mainland China",23.33841,113.422,2020-02-09,29,"recovered"
"982","Guangxi","Mainland China",23.82908,108.7881,2020-02-09,1,"recovered"
"983","Hainan","Mainland China",19.19673,109.7455,2020-02-09,5,"recovered"
"984","Hebei","Mainland China",38.0428,114.5149,2020-02-09,4,"recovered"
"985","Heilongjiang","Mainland China",47.862,127.7622,2020-02-09,1,"recovered"
"986","Henan","Mainland China",33.88202,113.614,2020-02-09,37,"recovered"
"987","Hubei","Mainland China",30.97564,112.2707,2020-02-09,356,"recovered"
"988","Hunan","Mainland China",27.61041,111.7088,2020-02-09,30,"recovered"
"989","Jiangsu","Mainland China",32.97027,119.464,2020-02-09,20,"recovered"
"990","Jiangxi","Mainland China",27.61401,115.7221,2020-02-09,18,"recovered"
"991","Jilin","Mainland China",43.66657,126.1917,2020-02-09,8,"recovered"
"992","Liaoning","Mainland China",41.29284,122.6086,2020-02-09,4,"recovered"
"993","Ningxia","Mainland China",37.26923,106.1655,2020-02-09,-2,"recovered"
"994","Seattle, WA","US",47.7511,-120.74,2020-02-09,1,"recovered"
"995","Shaanxi","Mainland China",35.19165,108.8701,2020-02-09,5,"recovered"
"996","Shandong","Mainland China",36.34377,118.1529,2020-02-09,19,"recovered"
"997","Shanghai","Mainland China",31.20327,121.4554,2020-02-09,3,"recovered"
"998","Shanxi","Mainland China",37.57769,112.2922,2020-02-09,4,"recovered"
"999","Sichuan","Mainland China",30.61714,102.7103,2020-02-09,11,"recovered"
"1000","Yunnan","Mainland China",24.97411,101.4868,2020-02-09,1,"recovered"
"1001","Zhejiang","Mainland China",29.18251,120.0985,2020-02-09,26,"recovered"
"1002","","Malaysia",4.2105,101.9758,2020-02-10,2,"confirmed"
"1003","","Singapore",1.3521,103.8198,2020-02-10,5,"confirmed"
"1004","","South Korea",37.5665,126.978,2020-02-10,2,"confirmed"
"1005","","UK",55.3781,-3.436,2020-02-10,5,"confirmed"
"1006","","United Arab Emirates",23.4241,53.8478,2020-02-10,1,"confirmed"
"1007","","Vietnam",21.0278,105.8342,2020-02-10,1,"confirmed"
"1008","Anhui","Mainland China",31.82571,117.2264,2020-02-10,51,"confirmed"
"1009","Beijing","Mainland China",40.18238,116.4142,2020-02-10,11,"confirmed"
"1010","Chongqing","Mainland China",30.05718,107.874,2020-02-10,18,"confirmed"
"1011","Diamond Princess cruise ship","Others",35.4437,129.638,2020-02-10,71,"confirmed"
"1012","Fujian","Mainland China",26.07783,117.9895,2020-02-10,11,"confirmed"
"1013","Guangdong","Mainland China",23.33841,113.422,2020-02-10,28,"confirmed"
"1014","Guangxi","Mainland China",23.82908,108.7881,2020-02-10,15,"confirmed"
"1015","Guizhou","Mainland China",26.81536,106.8748,2020-02-10,10,"confirmed"
"1016","Hainan","Mainland China",19.19673,109.7455,2020-02-10,7,"confirmed"
"1017","Hebei","Mainland China",38.0428,114.5149,2020-02-10,12,"confirmed"
"1018","Heilongjiang","Mainland China",47.862,127.7622,2020-02-10,24,"confirmed"
"1019","Henan","Mainland China",33.88202,113.614,2020-02-10,40,"confirmed"
"1020","Hong Kong","Hong Kong",22.3193,114.1694,2020-02-10,9,"confirmed"
"1021","Hubei","Mainland China",30.97564,112.2707,2020-02-10,2097,"confirmed"
"1022","Hunan","Mainland China",27.61041,111.7088,2020-02-10,41,"confirmed"
"1023","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-10,4,"confirmed"
"1024","Jiangsu","Mainland China",32.97027,119.464,2020-02-10,24,"confirmed"
"1025","Jiangxi","Mainland China",27.61401,115.7221,2020-02-10,31,"confirmed"
"1026","Jilin","Mainland China",43.66657,126.1917,2020-02-10,2,"confirmed"
"1027","Liaoning","Mainland China",41.29284,122.6086,2020-02-10,1,"confirmed"
"1028","Ningxia","Mainland China",37.26923,106.1655,2020-02-10,4,"confirmed"
"1029","Shaanxi","Mainland China",35.19165,108.8701,2020-02-10,5,"confirmed"
"1030","Shandong","Mainland China",36.34377,118.1529,2020-02-10,22,"confirmed"
"1031","Shanghai","Mainland China",31.20327,121.4554,2020-02-10,6,"confirmed"
"1032","Sichuan","Mainland China",30.61714,102.7103,2020-02-10,19,"confirmed"
"1033","Tianjin","Mainland China",39.29362,117.333,2020-02-10,4,"confirmed"
"1034","Xinjiang","Mainland China",41.11981,85.17822,2020-02-10,4,"confirmed"
"1035","Yunnan","Mainland China",24.97411,101.4868,2020-02-10,8,"confirmed"
"1036","Zhejiang","Mainland China",29.18251,120.0985,2020-02-10,17,"confirmed"
"1037","Anhui","Mainland China",31.82571,117.2264,2020-02-10,2,"death"
"1038","Heilongjiang","Mainland China",47.862,127.7622,2020-02-10,1,"death"
"1039","Hubei","Mainland China",30.97564,112.2707,2020-02-10,103,"death"
"1040","Jiangxi","Mainland China",27.61401,115.7221,2020-02-10,1,"death"
"1041","","Japan",35.6762,139.6503,2020-02-10,3,"recovered"
"1042","Anhui","Mainland China",31.82571,117.2264,2020-02-10,16,"recovered"
"1043","Beijing","Mainland China",40.18238,116.4142,2020-02-10,7,"recovered"
"1044","Chongqing","Mainland China",30.05718,107.874,2020-02-10,15,"recovered"
"1045","Fujian","Mainland China",26.07783,117.9895,2020-02-10,4,"recovered"
"1046","Gansu","Mainland China",36.0611,103.8343,2020-02-10,1,"recovered"
"1047","Guangdong","Mainland China",23.33841,113.422,2020-02-10,26,"recovered"
"1048","Guangxi","Mainland China",23.82908,108.7881,2020-02-10,6,"recovered"
"1049","Guizhou","Mainland China",26.81536,106.8748,2020-02-10,3,"recovered"
"1050","Hebei","Mainland China",38.0428,114.5149,2020-02-10,7,"recovered"
"1051","Heilongjiang","Mainland China",47.862,127.7622,2020-02-10,16,"recovered"
"1052","Henan","Mainland China",33.88202,113.614,2020-02-10,38,"recovered"
"1053","Hubei","Mainland China",30.97564,112.2707,2020-02-10,427,"recovered"
"1054","Hunan","Mainland China",27.61041,111.7088,2020-02-10,22,"recovered"
"1055","Jiangsu","Mainland China",32.97027,119.464,2020-02-10,10,"recovered"
"1056","Jiangxi","Mainland China",27.61401,115.7221,2020-02-10,32,"recovered"
"1057","Jilin","Mainland China",43.66657,126.1917,2020-02-10,1,"recovered"
"1058","Liaoning","Mainland China",41.29284,122.6086,2020-02-10,1,"recovered"
"1059","Shaanxi","Mainland China",35.19165,108.8701,2020-02-10,5,"recovered"
"1060","Shandong","Mainland China",36.34377,118.1529,2020-02-10,3,"recovered"
"1061","Shanghai","Mainland China",31.20327,121.4554,2020-02-10,4,"recovered"
"1062","Sichuan","Mainland China",30.61714,102.7103,2020-02-10,9,"recovered"
"1063","Tianjin","Mainland China",39.29362,117.333,2020-02-10,4,"recovered"
"1064","Yunnan","Mainland China",24.97411,101.4868,2020-02-10,1,"recovered"
"1065","Zhejiang","Mainland China",29.18251,120.0985,2020-02-10,41,"recovered"
"1066","","Germany",51.1657,10.4515,2020-02-11,2,"confirmed"
"1067","","Singapore",1.3521,103.8198,2020-02-11,2,"confirmed"
"1068","","South Korea",37.5665,126.978,2020-02-11,1,"confirmed"
"1069","","Thailand",13.7563,100.5018,2020-02-11,1,"confirmed"
"1070","","Vietnam",21.0278,105.8342,2020-02-11,1,"confirmed"
"1071","Anhui","Mainland China",31.82571,117.2264,2020-02-11,30,"confirmed"
"1072","Beijing","Mainland China",40.18238,116.4142,2020-02-11,5,"confirmed"
"1073","Chongqing","Mainland China",30.05718,107.874,2020-02-11,19,"confirmed"
"1074","Fujian","Mainland China",26.07783,117.9895,2020-02-11,6,"confirmed"
"1075","Gansu","Mainland China",36.0611,103.8343,2020-02-11,3,"confirmed"
"1076","Guangdong","Mainland China",23.33841,113.422,2020-02-11,18,"confirmed"
"1077","Guangxi","Mainland China",23.82908,108.7881,2020-02-11,5,"confirmed"
"1078","Guizhou","Mainland China",26.81536,106.8748,2020-02-11,18,"confirmed"
"1079","Hainan","Mainland China",19.19673,109.7455,2020-02-11,6,"confirmed"
"1080","Hebei","Mainland China",38.0428,114.5149,2020-02-11,21,"confirmed"
"1081","Heilongjiang","Mainland China",47.862,127.7622,2020-02-11,29,"confirmed"
"1082","Henan","Mainland China",33.88202,113.614,2020-02-11,32,"confirmed"
"1083","Hong Kong","Hong Kong",22.3193,114.1694,2020-02-11,11,"confirmed"
"1084","Hubei","Mainland China",30.97564,112.2707,2020-02-11,1638,"confirmed"
"1085","Hunan","Mainland China",27.61041,111.7088,2020-02-11,33,"confirmed"
"1086","Jiangsu","Mainland China",32.97027,119.464,2020-02-11,23,"confirmed"
"1087","Jiangxi","Mainland China",27.61401,115.7221,2020-02-11,33,"confirmed"
"1088","Jilin","Mainland China",43.66657,126.1917,2020-02-11,1,"confirmed"
"1089","Liaoning","Mainland China",41.29284,122.6086,2020-02-11,3,"confirmed"
"1090","Ningxia","Mainland China",37.26923,106.1655,2020-02-11,4,"confirmed"
"1091","San Diego County, CA","US",32.7157,-117.1611,2020-02-11,1,"confirmed"
"1092","Shaanxi","Mainland China",35.19165,108.8701,2020-02-11,6,"confirmed"
"1093","Shandong","Mainland China",36.34377,118.1529,2020-02-11,21,"confirmed"
"1094","Shanghai","Mainland China",31.20327,121.4554,2020-02-11,4,"confirmed"
"1095","Shanxi","Mainland China",37.57769,112.2922,2020-02-11,5,"confirmed"
"1096","Sichuan","Mainland China",30.61714,102.7103,2020-02-11,12,"confirmed"
"1097","Tianjin","Mainland China",39.29362,117.333,2020-02-11,11,"confirmed"
"1098","Xinjiang","Mainland China",41.11981,85.17822,2020-02-11,6,"confirmed"
"1099","Yunnan","Mainland China",24.97411,101.4868,2020-02-11,4,"confirmed"
"1100","Zhejiang","Mainland China",29.18251,120.0985,2020-02-11,25,"confirmed"
"1101","Anhui","Mainland China",31.82571,117.2264,2020-02-11,1,"death"
"1102","Beijing","Mainland China",40.18238,116.4142,2020-02-11,1,"death"
"1103","Chongqing","Mainland China",30.05718,107.874,2020-02-11,1,"death"
"1104","Heilongjiang","Mainland China",47.862,127.7622,2020-02-11,1,"death"
"1105","Henan","Mainland China",33.88202,113.614,2020-02-11,1,"death"
"1106","Hubei","Mainland China",30.97564,112.2707,2020-02-11,94,"death"
"1107","Tianjin","Mainland China",39.29362,117.333,2020-02-11,1,"death"
"1108","","Japan",35.6762,139.6503,2020-02-11,5,"recovered"
"1109","","Malaysia",4.2105,101.9758,2020-02-11,2,"recovered"
"1110","","Singapore",1.3521,103.8198,2020-02-11,7,"recovered"
"1111","","Vietnam",21.0278,105.8342,2020-02-11,5,"recovered"
"1112","Anhui","Mainland China",31.82571,117.2264,2020-02-11,17,"recovered"
"1113","Beijing","Mainland China",40.18238,116.4142,2020-02-11,4,"recovered"
"1114","Chongqing","Mainland China",30.05718,107.874,2020-02-11,13,"recovered"
"1115","Fujian","Mainland China",26.07783,117.9895,2020-02-11,6,"recovered"
"1116","Gansu","Mainland China",36.0611,103.8343,2020-02-11,7,"recovered"
"1117","Guangdong","Mainland China",23.33841,113.422,2020-02-11,45,"recovered"
"1118","Guangxi","Mainland China",23.82908,108.7881,2020-02-11,9,"recovered"
"1119","Guizhou","Mainland China",26.81536,106.8748,2020-02-11,7,"recovered"
"1120","Hainan","Mainland China",19.19673,109.7455,2020-02-11,1,"recovered"
"1121","Hebei","Mainland China",38.0428,114.5149,2020-02-11,7,"recovered"
"1122","Heilongjiang","Mainland China",47.862,127.7622,2020-02-11,-2,"recovered"
"1123","Henan","Mainland China",33.88202,113.614,2020-02-11,27,"recovered"
"1124","Hubei","Mainland China",30.97564,112.2707,2020-02-11,417,"recovered"
"1125","Hunan","Mainland China",27.61041,111.7088,2020-02-11,39,"recovered"
"1126","Jiangsu","Mainland China",32.97027,119.464,2020-02-11,12,"recovered"
"1127","Jiangxi","Mainland China",27.61401,115.7221,2020-02-11,23,"recovered"
"1128","Jilin","Mainland China",43.66657,126.1917,2020-02-11,5,"recovered"
"1129","Liaoning","Mainland China",41.29284,122.6086,2020-02-11,6,"recovered"
"1130","Ningxia","Mainland China",37.26923,106.1655,2020-02-11,9,"recovered"
"1131","Qinghai","Mainland China",35.65945,96.02564,2020-02-11,2,"recovered"
"1132","Shaanxi","Mainland China",35.19165,108.8701,2020-02-11,2,"recovered"
"1133","Shandong","Mainland China",36.34377,118.1529,2020-02-11,14,"recovered"
"1134","Shanghai","Mainland China",31.20327,121.4554,2020-02-11,4,"recovered"
"1135","Shanxi","Mainland China",37.57769,112.2922,2020-02-11,5,"recovered"
"1136","Sichuan","Mainland China",30.61714,102.7103,2020-02-11,5,"recovered"
"1137","Tianjin","Mainland China",39.29362,117.333,2020-02-11,2,"recovered"
"1138","Xinjiang","Mainland China",41.11981,85.17822,2020-02-11,3,"recovered"
"1139","Yunnan","Mainland China",24.97411,101.4868,2020-02-11,1,"recovered"
"1140","Zhejiang","Mainland China",29.18251,120.0985,2020-02-11,28,"recovered"
"1141","","Japan",35.6762,139.6503,2020-02-12,2,"confirmed"
"1142","","Singapore",1.3521,103.8198,2020-02-12,3,"confirmed"
"1143","","UK",55.3781,-3.436,2020-02-12,1,"confirmed"
"1144","Anhui","Mainland China",31.82571,117.2264,2020-02-12,29,"confirmed"
"1145","Beijing","Mainland China",40.18238,116.4142,2020-02-12,10,"confirmed"
"1146","Chongqing","Mainland China",30.05718,107.874,2020-02-12,13,"confirmed"
"1147","Diamond Princess cruise ship","Others",35.4437,129.638,2020-02-12,40,"confirmed"
"1148","Fujian","Mainland China",26.07783,117.9895,2020-02-12,5,"confirmed"
"1149","Gansu","Mainland China",36.0611,103.8343,2020-02-12,1,"confirmed"
"1150","Guangdong","Mainland China",23.33841,113.422,2020-02-12,42,"confirmed"
"1151","Guangxi","Mainland China",23.82908,108.7881,2020-02-12,7,"confirmed"
"1152","Guizhou","Mainland China",26.81536,106.8748,2020-02-12,6,"confirmed"
"1153","Hainan","Mainland China",19.19673,109.7455,2020-02-12,13,"confirmed"
"1154","Hebei","Mainland China",38.0428,114.5149,2020-02-12,12,"confirmed"
"1155","Heilongjiang","Mainland China",47.862,127.7622,2020-02-12,18,"confirmed"
"1156","Henan","Mainland China",33.88202,113.614,2020-02-12,30,"confirmed"
"1157","Hong Kong","Hong Kong",22.3193,114.1694,2020-02-12,1,"confirmed"
"1158","Hunan","Mainland China",27.61041,111.7088,2020-02-12,34,"confirmed"
"1159","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-12,2,"confirmed"
"1160","Jiangsu","Mainland China",32.97027,119.464,2020-02-12,28,"confirmed"
"1161","Jiangxi","Mainland China",27.61401,115.7221,2020-02-12,40,"confirmed"
"1162","Jilin","Mainland China",43.66657,126.1917,2020-02-12,2,"confirmed"
"1163","Liaoning","Mainland China",41.29284,122.6086,2020-02-12,5,"confirmed"
"1164","Ningxia","Mainland China",37.26923,106.1655,2020-02-12,5,"confirmed"
"1165","Shaanxi","Mainland China",35.19165,108.8701,2020-02-12,6,"confirmed"
"1166","Shandong","Mainland China",36.34377,118.1529,2020-02-12,10,"confirmed"
"1167","Shanghai","Mainland China",31.20327,121.4554,2020-02-12,8,"confirmed"
"1168","Shanxi","Mainland China",37.57769,112.2922,2020-02-12,2,"confirmed"
"1169","Sichuan","Mainland China",30.61714,102.7103,2020-02-12,19,"confirmed"
"1170","Tianjin","Mainland China",39.29362,117.333,2020-02-12,6,"confirmed"
"1171","Xinjiang","Mainland China",41.11981,85.17822,2020-02-12,4,"confirmed"
"1172","Yunnan","Mainland China",24.97411,101.4868,2020-02-12,1,"confirmed"
"1173","Zhejiang","Mainland China",29.18251,120.0985,2020-02-12,14,"confirmed"
"1174","Hainan","Mainland China",19.19673,109.7455,2020-02-12,1,"death"
"1175","Henan","Mainland China",33.88202,113.614,2020-02-12,1,"death"
"1176","Hunan","Mainland China",27.61041,111.7088,2020-02-12,1,"death"
"1177","Liaoning","Mainland China",41.29284,122.6086,2020-02-12,1,"death"
"1178","Shandong","Mainland China",36.34377,118.1529,2020-02-12,1,"death"
"1179","","Cambodia",12.5657,104.991,2020-02-12,1,"recovered"
"1180","","Finland",61.9241,25.7482,2020-02-12,1,"recovered"
"1181","","France",46.2276,2.2137,2020-02-12,2,"recovered"
"1182","","Nepal",28.3949,84.124,2020-02-12,1,"recovered"
"1183","","Philippines",12.8797,121.774,2020-02-12,1,"recovered"
"1184","","Russia",61.524,105.3188,2020-02-12,2,"recovered"
"1185","","Singapore",1.3521,103.8198,2020-02-12,6,"recovered"
"1186","","South Korea",37.5665,126.978,2020-02-12,4,"recovered"
"1187","","UK",55.3781,-3.436,2020-02-12,1,"recovered"
"1188","","United Arab Emirates",23.4241,53.8478,2020-02-12,1,"recovered"
"1189","Anhui","Mainland China",31.82571,117.2264,2020-02-12,22,"recovered"
"1190","Beijing","Mainland China",40.18238,116.4142,2020-02-12,8,"recovered"
"1191","Chongqing","Mainland China",30.05718,107.874,2020-02-12,23,"recovered"
"1192","Fujian","Mainland China",26.07783,117.9895,2020-02-12,8,"recovered"
"1193","Gansu","Mainland China",36.0611,103.8343,2020-02-12,7,"recovered"
"1194","Guangdong","Mainland China",23.33841,113.422,2020-02-12,63,"recovered"
"1195","Guangxi","Mainland China",23.82908,108.7881,2020-02-12,-1,"recovered"
"1196","Guizhou","Mainland China",26.81536,106.8748,2020-02-12,1,"recovered"
"1197","Hainan","Mainland China",19.19673,109.7455,2020-02-12,7,"recovered"
"1198","Hebei","Mainland China",38.0428,114.5149,2020-02-12,6,"recovered"
"1199","Heilongjiang","Mainland China",47.862,127.7622,2020-02-12,3,"recovered"
"1200","Henan","Mainland China",33.88202,113.614,2020-02-12,28,"recovered"
